コントロールカラム,商品管理番号（商品URL）,商品番号,商品名,倉庫指定,項目選択肢別在庫用横軸項目名,項目選択肢別在庫用縦軸項目名
"","trspkbmb","TRSSMBAR","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（セミダブル＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","0","",""
"","trspkbmb_gendama","TRSS-MBS","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（セミダブル＋シングル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【gen】","1","",""
"","trspkbqb","TRSSQBAR","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（クイーン＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","0","",""
"","trspkbqb_gendama","TRSS-QBS","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（クイーン＋シングル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【gen】","1","",""
"","trspkbwb","TRSSWBAR","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（ダブル＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","0","",""
"","trspkbwb_gendama","TRSS-WBS","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（ダブル＋シングル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【gen】","1","",""
"","trspkkdm","TRCSMHMM","【正規品】トゥルースリーパー プレミアケア スタンダード 半額8点セット（セミダブル×セミダブル）<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","0","",""
"","trspkkdm_ad","TRCSNHMM","【正規品】トゥルースリーパー プレミアケア デラックスセット（セミダブル×セミダブル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","0","",""
"","trspkkdq","TRCSMHQQ","【正規品】トゥルースリーパー プレミアケア スタンダード 半額8点セット（クイーン×クイーン）<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","0","",""
"","trspkkdq_ad","TRCSNHQQ","【正規品】トゥルースリーパー プレミアケア スタンダード デラックスセット（クイーン×クイーン）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","0","",""
"","trspkkds","TRCSMHSS","【正規品】トゥルースリーパー プレミアケア スタンダード 半額8点セット（シングル×シングル）<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","0","",""
"","trspkkds_ad","TRCST0SS","【ポイント2倍】【正規品】トゥルースリーパー プレミアケア スタンダード 半額6点セット（シングル×シングル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】","0","",""
"","trspkkds_b","TRSPKKDS","【半額セット】【送料無料】 <br>【正規品】 トゥルースリーパー プレミアム デラックスセット（シングル）<br>【低反発マットレス】ショップジャパン（SHOPJAPAN）","1","",""
"","trspkkdw","TRCSMHWW","【正規品】トゥルースリーパー プレミアケア スタンダード 半額8点セット（ダブル×ダブル）<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","0","",""
"","trspkkdw_ad","TRCSNHWW","【正規品】トゥルースリーパー プレミアケア スタンダード デラックスセット（ダブル×ダブル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","0","",""
"","trspkksm","TRCS-CSM","【正規品】トゥルースリーパー プレミアケア スタンダード スペシャル（セミダブル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","1","",""
"","trspkksq","TRCS-CSQ","【正規品】トゥルースリーパー プレミアケア スタンダード スペシャル（クイーン）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","1","",""
"","trspkkss","TRCS-CSS","【正規品】トゥルースリーパー プレミアケア スタンダード スペシャル（シングル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","1","",""
"","trspkksw","TRCS-CSW","【正規品】トゥルースリーパー プレミアケア スタンダード スペシャル（ダブル）<br>【送料無料＆特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","1","",""
"","trspm_out17","US-TRSSM","トゥルースリーパープレミアム（セミダブル）掛け布団セット【美品中古】1711","1","",""
"","trsps2","TRSSSBAR","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（シングル＋シングル）<br>【送料無料！】<br>【True Sleeper】【マットレス】【低反発マットレス】","0","",""
"","trsps2_gendama","TRSS-SBS","【正規品】 トゥルースリーパー プレミアム<br>シングルもう１枚セット（シングル＋シングル）<br>2大特典付でもお値段そのまま！<br>送料無料★さらにリラックスCD付き！<br>【低反発マットレス】【gen】","1","",""
"","trsps_out17","US-TRSSS","トゥルースリーパープレミアム（シングル）掛け布団セット【美品中古】1711","1","",""
"","trsps_out17_b","US-TRSPS","【公式】トゥルースリーパープレミアム（シングル） ※美品中古","1","",""
"","trsps_out17_c","US-TRSPS","【公式】トゥルースリーパープレミアム（シングル） ※美品中古","1","",""
"","trspsm","","【正規品】トゥルースリーパー プレミアム　<br>オリジナルカバー（シングル）<br>【ショップジャパン】<br>","0","オリジナルカバー","カラー"
"","trspsm30","TRSPSM30","【30分限定】【正規品】 トゥルースリーパー プレミアム（セミダブル）<br>【送料無料＆ブランケット特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","1","",""
"","trspsm_m","","【正規品】トゥルースリーパー プレミアム オリジナルカバー（シングル）【複数購入用】【送料無料】","0","オリジナルカバー","カラー"
"","trspsmm","","【正規品】トゥルースリーパー プレミアム　<br>オリジナルカバー（セミダブル）<br>【ショップジャパン】<br>","0","オリジナルカバー","カラー"
"","trspsmm_m","","【正規品】トゥルースリーパー プレミアム オリジナルカバー（セミダブル）【複数購入用】【送料無料】","0","オリジナルカバー","カラー"
"","trspsmq","","【正規品】トゥルースリーパー プレミアム　<br>オリジナルカバー（クイーン）<br>【ショップジャパン】<br>","0","オリジナルカバー","カラー"
"","trspsmq_m","","【正規品】トゥルースリーパー プレミアム オリジナルカバー（クイーン）【複数購入用】【送料無料】","0","オリジナルカバー","カラー"
"","trspsmw","","【正規品】トゥルースリーパー プレミアム　<br>オリジナルカバー（ダブル）<br>【ショップジャパン】<br>","0","オリジナルカバー","カラー"
"","trspsmw_m","","【正規品】トゥルースリーパー プレミアム オリジナルカバー（ダブル）【複数購入用】【送料無料】","0","オリジナルカバー","カラー"
"","trspsp","","トゥルースリーパー 特別セット<br>（トゥルースリーパープレミアム本体（シングル）+エンジェルフィットピロー+い草パッド・ピローカバー）<br>","1","",""
"","trspsq30","TRSPSQ30","【30分限定】【正規品】 トゥルースリーパー プレミアム（クイーン）<br>【送料無料＆ブランケット特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","1","",""
"","trspss30","TRSPSS30","【30分限定】【正規品】トゥルースリーパー プレミアム（シングル）<br>【送料無料＆ブランケット特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】ショップジャパン（SHOPJAPAN）","1","",""
"","trspsw30","TRSPSW30","【30分限定】【正規品】 トゥルースリーパー プレミアム（ダブル）<br> 【送料無料＆ブランケット特典付き！】<br>【True Sleeper】【マットレス】【低反発マットレス】【ショップジャパン（SHOPJAPAN）】","1","",""
"","trspw_out17","US-TRSSW","トゥルースリーパープレミアム（ダブル）掛け布団セット【美品中古】1711","1","",""
"","trspykmq","TRCSMHMQ","【正規品】トゥルースリーパー プレミアケア スタンダード 半額8点セット（セミダブル×クイーン）<br>【True Sleeper】【マットレス】【低反発マットレス】【日本製】【寝具】【低反発】【ベッド】【ショップジャパン公式（SHOPJAPAN）】","0","",""
